Ann. Return,Max DD,Turnover,Fitness,Threshold,Ticker,Accuracy
-0.1735,0.5719,80,-1.5471,0.58,MODTHREAD,0.7011
-0.1913,0.5814,71,-1.5581,0.58,AERONEU,0.7356
-0.176,0.6133,54,-1.5587,0.58,USK,0.7399
-0.2016,0.5883,64,-1.5621,0.58,VINEETLAB,0.7816
-0.2072,0.5884,62,-1.5622,0.58,SPECIALITY,0.7529
-0.1735,0.6288,48,-1.5698,0.58,FIBERWEB,0.7225
-0.1536,0.6076,70,-1.5711,0.58,LAGNAM,0.7283
-0.1535,0.6383,51,-1.5766,0.58,DNAMEDIA,0.7356
-0.2016,0.6059,60,-1.5837,0.58,RUSHIL,0.6591
-0.0687,0.6709,62,-1.5897,0.58,CURAA,0.711
-0.2076,0.6068,61,-1.5955,0.58,NILASPACES,0.6629
-0.1377,0.6356,65,-1.5968,0.58,KHANDSE,0.8035
-0.2092,0.5972,67,-1.5972,0.58,NGIL,0.7746
-0.1583,0.6163,73,-1.6005,0.58,NKIND,0.7184
-0.1178,0.6664,54,-1.6067,0.58,PANACHE,0.7861
-0.1025,0.6736,56,-1.6097,0.54,BESTAGRO,0.6686
-0.0628,0.6911,58,-1.6126,0.58,URAVIDEF,0.7225
-0.2112,0.6112,64,-1.6187,0.58,AAREYDRUGS,0.7283
-0.2433,0.6109,54,-1.6221,0.58,BAIDFIN,0.7733
-0.1929,0.6368,54,-1.6226,0.58,LIBAS,0.7803
-0.2131,0.6023,71,-1.6229,0.58,ANNAPURNA,0.711
-0.1654,0.6594,49,-1.6251,0.58,RBZJEWEL,0.7356
-0.1499,0.6531,60,-1.6295,0.58,RUCHINFRA,0.7746
-0.1291,0.6638,61,-1.632,0.58,JETFREIGHT,0.7759
-0.1777,0.6507,54,-1.636,0.58,MARALOVER,0.7965
-0.1765,0.647,58,-1.6381,0.58,MITCON,0.7977
-0.1472,0.657,62,-1.6384,0.58,JISLDVREQS,0.7543
-0.0044,0.7167,70,-1.6389,0.54,COASTCORP,0.7126
-0.1638,0.6456,64,-1.639,0.58,ZENITHSTL,0.7701
-0.1814,0.6448,61,-1.6473,0.58,ANKITMETAL,0.7688
-0.2025,0.6304,65,-1.6501,0.58,VINNY,0.7356
-0.2167,0.6448,52,-1.6565,0.58,BANG,0.7399
-0.0673,0.7038,64,-1.6589,0.58,PIGL,0.7184
-0.1809,0.6408,68,-1.6591,0.58,DIAMINESQ,0.7514
-0.1922,0.65,60,-1.6655,0.56,KHAITANLTD,0.7803
-0.1387,0.6927,50,-1.6669,0.58,BALAJEE,0.7486
-0.1587,0.6681,60,-1.6672,0.58,KAMOPAINTS,0.7529
0.1239,0.822,51,-1.6675,0.52,FLEXITUFF,0.6012
-0.2252,0.6362,60,-1.669,0.58,PRAKASHSTL,0.7429
-0.2397,0.6358,59,-1.6818,0.58,HTMEDIA,0.7803
-0.1374,0.6882,66,-1.7046,0.58,UMESLTD,0.7803
-0.2067,0.6771,51,-1.7083,0.58,VAISHALI,0.7457
-0.2112,0.6792,48,-1.7084,0.58,COUNCODOS,0.7803
-0.2997,0.6541,22,-1.7117,0.58,GOODYEAR,0.6792
-0.2176,0.6725,53,-1.7149,0.58,HBSL,0.7069
-0.1532,0.6799,71,-1.7158,0.52,CHEMBONDCH,0.7257
-0.2238,0.6587,62,-1.7204,0.58,TEAMGTY,0.7688
-0.1777,0.6671,73,-1.7229,0.58,JAIPURKURT,0.7514
-0.0541,0.755,60,-1.7375,0.58,FLFL,0.7514
-0.1929,0.6681,74,-1.7418,0.58,KRIDHANINF,0.7126
0.004,0.7901,58,-1.7429,0.58,SHYAMTEL,0.7701
-0.1339,0.7358,50,-1.7491,0.54,SHEKHAWATI,0.7011
-0.0054,0.7601,79,-1.754,0.58,TVVISION,0.7746
-0.1773,0.6887,71,-1.7575,0.58,ASHIMASYN,0.7429
0.0105,0.8175,50,-1.7689,0.58,DCMFINSERV,0.7457
-0.2096,0.7052,56,-1.7819,0.58,RADAAN,0.7919
-0.2064,0.6878,71,-1.785,0.58,AHLADA,0.7314
-0.1956,0.7244,52,-1.7947,0.58,GVPTECH,0.7977
-0.0684,0.7539,78,-1.8017,0.58,FELDVR,0.763
-0.1637,0.7243,66,-1.803,0.58,AMJLAND,0.7341
-0.1822,0.7042,74,-1.8033,0.58,SUVIDHAA,0.7299
-0.2217,0.7007,68,-1.8196,0.58,SINTERCOM,0.6936
-0.2111,0.7064,69,-1.8211,0.58,MBLINFRA,0.7429
-0.0857,0.7738,67,-1.8258,0.58,LANDSMILL,0.6379
-0.2228,0.7071,66,-1.8277,0.58,LATTEYS,0.763
-0.1201,0.7473,76,-1.8345,0.58,DGCONTENT,0.7225
-0.189,0.7181,75,-1.8394,0.58,PAVNAIND,0.6971
-0.27,0.7014,61,-1.8461,0.58,DIGIDRIVE,0.7273
-0.0018,0.8466,54,-1.8493,0.56,LEMERITE,0.6686
-0.2,0.742,60,-1.8554,0.56,ORIENTALTL,0.6686
-0.3429,0.6705,36,-1.8554,0.56,GRAUWEIL,0.6571
-0.1908,0.7602,56,-1.8722,0.54,DIGJAMLMTD,0.7414
-0.2601,0.7348,57,-1.8934,0.58,NIITMTS,0.6552
-0.1153,0.8052,59,-1.8963,0.58,SHANTI,0.7341
-0.1502,0.7747,70,-1.9019,0.56,HAVISHA,0.7225
-0.1942,0.7621,66,-1.909,0.58,COMPINFO,0.7457
-0.2897,0.7393,58,-1.936,0.58,KRITIKA,0.7168
-0.3012,0.7386,57,-1.9422,0.58,KANANIIND,0.7184
-0.2701,0.7429,72,-1.9639,0.58,INCREDIBLE,0.763
-0.2465,0.7603,70,-1.9695,0.58,GOLDENTOBC,0.7919
-0.2745,0.7603,64,-1.9801,0.56,PREMIER,0.7861
-0.263,0.7705,70,-2.0063,0.58,TGBHOTELS,0.7341
-0.2209,0.7916,76,-2.0225,0.58,RETAIL,0.7069
-0.3041,0.7555,79,-2.0435,0.58,ADL,0.7341
-0.2794,0.77,78,-2.0449,0.58,ARENTERP,0.7225
-0.2638,0.7967,66,-2.0479,0.58,MFML,0.711
-0.1744,0.8598,54,-2.0501,0.58,SUPERSPIN,0.7399
-0.3191,0.794,52,-2.0565,0.58,AURUS,0.7184
-0.2815,0.8307,44,-2.07,0.58,SVLL,0.763
-0.2145,0.8281,70,-2.0706,0.58,YATRA,0.6914
-0.2527,0.8086,70,-2.0722,0.58,ACEINTEG,0.7225
-0.1608,0.8849,57,-2.0935,0.58,DCMSRIND,0.72
-0.3107,0.7891,71,-2.0942,0.58,SILLYMONKS,0.6705
-0.31,0.8028,64,-2.1006,0.58,UNIINFO,0.8035
-0.25,0.8119,80,-2.1036,0.58,SECMARK,0.7126
-0.3024,0.7894,78,-2.1052,0.56,PEARLPOLY,0.6782
-0.2647,0.8334,62,-2.1106,0.58,KEEPLEARN,0.7572
-0.3072,0.8012,74,-2.1211,0.58,DUCON,0.6743
-0.3395,0.7893,72,-2.1262,0.58,HEADSUP,0.7514
-0.0122,0.9853,55,-2.1398,0.58,SILVERTUC,0.76
-0.2385,0.8443,78,-2.1524,0.58,BLUECOAST,0.7168
-0.265,0.8336,83,-2.172,0.58,LCCINFOTEC,0.659
-0.3575,0.8216,62,-2.1799,0.58,CREATIVEYE,0.7168
-0.2656,0.8651,69,-2.1952,0.58,GTECJAINX,0.7168
-0.3688,0.8334,56,-2.1974,0.58,ANTGRAPHIC,0.7399
-0.8647,0.5876,7,-2.2066,0.56,WATERBASE,0.4762
-0.3602,0.8429,72,-2.2528,0.58,HYBRIDFIN,0.7241
-0.3993,0.8585,63,-2.2975,0.56,TIJARIA,0.7184
-0.4046,0.8611,64,-2.3108,0.58,SECURKLOUD,0.7471
-0.3924,0.864,80,-2.349,0.58,ORCHASP,0.7371
-0.3778,0.89,71,-2.3641,0.58,NAGREEKCAP,0.7151
-0.4379,0.8927,78,-2.4475,0.54,INFOMEDIA,0.7184
-0.467,0.9066,80,-2.5114,0.58,MTEDUCARE,0.711
-0.3978,0.9645,88,-2.5811,0.58,TECILCHEM,0.6647
